ID,class,capShape,capSurface,capColor,bruises,odor,gillAttachment,gillSpacing,gillSize,gillColor,stalkShape,stalkRoot,stalkSurfaceAboveRing,stalkSurfaceBelowRing,stalkColorAboveRing,stalkColorBelowRing,ringNumber,ringType,sporePrintColor,population,habitat
1321,edible,knobbed,fibrous,white,none,none,free,crowded,broad,gray,enlarging,cup,smooth,smooth,white,white,2,pendant,white,scattered,grasses
1322,poisonous,convex,scaly,yellow,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,buff,brown,1,large,chocolate,several,woods
1323,edible,convex,fibrous,brown,none,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,1,evanescent,brown,scattered,grasses
1324,edible,convex,scaly,buff,bruises,none,free,close,broad,red,enlarging,cup,smooth,smooth,red,white,2,evanescent,white,clustered,waste
1325,edible,bell,scaly,yellow,bruises,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,1,pendant,black,numerous,meadows
1326,edible,convex,scaly,gray,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,white,white,1,pendant,brown,solitary,woods
1327,poisonous,flat,scaly,brown,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,white,1,evanescent,white,several,woods
1328,poisonous,flat,fibrous,gray,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,buff,brown,1,large,chocolate,several,paths
1329,edible,bell,smooth,yellow,bruises,ansie,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,1,pendant,black,numerous,meadows
1330,edible,convex,fibrous,white,none,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,1,evanescent,brown,abundant,grasses
1331,poisonous,flat,scaly,yellow,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,pink,brown,1,large,chocolate,solitary,woods
1332,poisonous,flat,scaly,yellow,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,buff,brown,1,large,chocolate,several,grasses
1333,poisonous,knobbed,scaly,red,none,foul,free,close,narrow,buff,tapering,cup,silky,smooth,white,white,1,evanescent,white,several,paths
1334,poisonous,convex,scaly,brown,none,fishy,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,pink,1,evanescent,white,several,woods
1335,poisonous,convex,fibrous,white,none,creosote,free,crowded,narrow,gray,enlarging,bulbuous,smooth,smooth,white,white,1,pendant,brown,several,woods
1336,edible,flat,fibrous,yellow,bruises,ansie,free,crowded,narrow,brown,tapering,bulbuous,smooth,smooth,white,white,1,pendant,brown,several,woods
1337,edible,flat,fibrous,brown,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,white,pink,1,pendant,black,solitary,woods
1338,edible,flat,fibrous,brown,none,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,1,evanescent,black,scattered,grasses
1339,edible,bell,smooth,white,bruises,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,1,pendant,brown,scattered,grasses
1340,edible,flat,smooth,brown,none,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,1,evanescent,black,abundant,grasses
1341,edible,convex,fibrous,red,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,pink,white,1,pendant,black,several,woods
1342,poisonous,flat,scaly,yellow,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,buff,brown,1,large,chocolate,solitary,paths
1343,edible,bell,fibrous,gray,none,none,free,crowded,broad,pink,enlarging,cup,silky,smooth,white,white,2,pendant,white,numerous,grasses
1344,poisonous,flat,scaly,yellow,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,brown,pink,1,large,chocolate,solitary,paths
1345,poisonous,knobbed,scaly,red,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,white,1,evanescent,white,several,leaves
1346,edible,flat,fibrous,gray,none,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,1,evanescent,black,scattered,grasses
1347,edible,convex,fibrous,white,none,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,1,evanescent,black,scattered,grasses
1348,poisonous,convex,scaly,red,none,foul,free,close,narrow,buff,tapering,cup,silky,smooth,pink,pink,1,evanescent,white,several,leaves
1349,edible,flat,scaly,brown,none,none,free,crowded,narrow,white,enlarging,bulbuous,fibrous,smooth,white,brown,1,evanescent,white,several,leaves
1350,edible,convex,scaly,red,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,pink,pink,1,pendant,brown,several,woods
1351,edible,convex,scaly,red,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,pink,white,1,pendant,black,several,woods
1352,edible,convex,scaly,yellow,bruises,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,1,pendant,black,solitary,grasses
1353,poisonous,flat,scaly,yellow,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,pink,buff,1,large,chocolate,solitary,paths
1354,poisonous,convex,smooth,white,none,creosote,free,crowded,narrow,gray,enlarging,bulbuous,smooth,smooth,white,white,1,pendant,black,several,woods
1355,edible,flat,smooth,white,none,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,1,evanescent,black,scattered,grasses
1356,edible,flat,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,gray,gray,1,pendant,black,several,woods
1357,poisonous,flat,smooth,brown,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,white,1,evanescent,white,several,paths
1358,edible,convex,scaly,brown,bruises,none,free,close,broad,white,enlarging,bulbuous,smooth,smooth,white,white,2,pendant,white,several,paths
1359,poisonous,flat,smooth,brown,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,pink,1,evanescent,white,several,paths
1360,poisonous,convex,smooth,brown,none,foul,free,close,narrow,buff,tapering,cup,silky,smooth,pink,white,1,evanescent,white,several,leaves
1361,poisonous,flat,smooth,brown,none,fishy,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,white,1,evanescent,white,several,woods
1362,edible,convex,scaly,white,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,1,pendant,brown,numerous,meadows
1363,poisonous,flat,fibrous,gray,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,brown,buff,1,large,chocolate,solitary,paths
1364,edible,convex,smooth,cinnamon,bruises,none,free,close,broad,white,enlarging,bulbuous,smooth,smooth,white,white,2,pendant,white,several,paths
1365,edible,bell,smooth,yellow,bruises,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,1,pendant,brown,scattered,grasses
1366,poisonous,flat,smooth,red,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,white,white,1,evanescent,white,several,paths
1367,poisonous,flat,scaly,yellow,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,pink,pink,1,large,chocolate,several,woods
1368,edible,flat,smooth,white,bruises,almond,free,crowded,narrow,pink,tapering,bulbuous,smooth,smooth,white,white,1,pendant,purple,several,woods
1369,edible,flat,fibrous,brown,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,pink,gray,1,pendant,brown,solitary,woods
1370,edible,sunken,fibrous,gray,none,none,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,1,pendant,black,solitary,urban
1371,edible,flat,smooth,brown,bruises,none,free,close,broad,red,enlarging,cup,smooth,smooth,white,red,2,evanescent,white,clustered,waste
1372,edible,flat,fibrous,gray,none,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,1,evanescent,black,abundant,grasses
1373,edible,knobbed,smooth,brown,none,none,attached,close,broad,brown,enlarging,cup,smooth,smooth,orange,orange,1,pendant,buff,clustered,leaves
1374,edible,convex,scaly,gray,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,white,gray,1,pendant,black,solitary,woods
1375,edible,convex,smooth,white,bruises,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,1,pendant,brown,numerous,meadows
1376,poisonous,convex,scaly,gray,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,pink,brown,1,large,chocolate,several,paths
1377,edible,bell,smooth,brown,none,none,attached,close,broad,yellow,enlarging,cup,smooth,smooth,orange,orange,1,pendant,orange,clustered,leaves
1378,edible,convex,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,pink,pink,1,pendant,brown,solitary,woods
1379,poisonous,knobbed,scaly,red,none,musty,free,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,0,none,white,clustered,woods
1380,poisonous,knobbed,fibrous,brown,none,none,free,close,narrow,white,enlarging,cup,silky,scaly,white,brown,1,evanescent,white,several,woods
1381,edible,flat,scaly,gray,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,gray,pink,1,pendant,black,several,woods
1382,poisonous,convex,fibrous,gray,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,pink,brown,1,large,chocolate,solitary,grasses
1383,poisonous,knobbed,scaly,brown,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,white,1,evanescent,white,several,paths
1384,poisonous,convex,smooth,white,bruises,foul,free,close,broad,white,tapering,bulbuous,smooth,fibrous,white,white,1,pendant,chocolate,scattered,urban
1385,poisonous,knobbed,smooth,red,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,white,white,1,evanescent,white,several,woods
1386,poisonous,knobbed,smooth,red,none,fishy,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,pink,1,evanescent,white,several,paths
1387,edible,bell,smooth,white,bruises,ansie,free,close,broad,white,enlarging,club,smooth,smooth,white,white,1,pendant,black,numerous,meadows
1388,poisonous,convex,smooth,white,none,creosote,free,crowded,narrow,brown,enlarging,bulbuous,smooth,smooth,white,white,1,pendant,brown,several,woods
1389,edible,knobbed,scaly,red,bruises,none,free,close,broad,red,enlarging,cup,smooth,smooth,red,red,2,evanescent,white,clustered,waste
1390,edible,flat,fibrous,gray,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,gray,white,1,pendant,black,several,woods
1391,edible,convex,scaly,brown,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,gray,pink,1,pendant,brown,several,woods
1392,poisonous,flat,scaly,brown,none,spicey,free,close,narrow,buff,tapering,cup,silky,smooth,pink,pink,1,evanescent,white,several,leaves
1393,edible,knobbed,scaly,buff,bruises,none,free,close,broad,white,enlarging,cup,smooth,smooth,white,white,2,evanescent,white,clustered,waste
1394,poisonous,flat,scaly,gray,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,pink,buff,1,large,chocolate,several,woods
1395,poisonous,convex,smooth,brown,none,fishy,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,pink,1,evanescent,white,several,paths
1396,edible,convex,scaly,brown,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,white,white,1,pendant,brown,solitary,woods
1397,edible,flat,smooth,brown,none,none,attached,close,broad,yellow,enlarging,cup,smooth,smooth,orange,orange,1,pendant,orange,several,leaves
1398,poisonous,convex,fibrous,pink,none,creosote,free,crowded,narrow,purple,enlarging,bulbuous,smooth,smooth,white,white,1,pendant,black,scattered,woods
1399,edible,flat,scaly,gray,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,gray,white,1,pendant,brown,several,woods
1400,poisonous,convex,scaly,gray,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,brown,brown,1,large,chocolate,solitary,woods
1401,poisonous,convex,scaly,yellow,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,brown,brown,1,large,chocolate,solitary,grasses
1402,poisonous,flat,scaly,gray,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,buff,buff,1,large,chocolate,several,woods
1403,edible,convex,scaly,red,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,white,pink,1,pendant,black,several,woods
1404,poisonous,convex,fibrous,gray,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,pink,buff,1,large,chocolate,solitary,grasses
1405,edible,convex,smooth,white,bruises,ansie,free,close,broad,black,enlarging,club,smooth,smooth,white,white,1,pendant,brown,numerous,meadows
1406,edible,bell,smooth,yellow,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,1,pendant,black,numerous,meadows
1407,edible,flat,scaly,gray,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,pink,gray,1,pendant,black,solitary,woods
1408,poisonous,convex,smooth,buff,bruises,foul,free,close,broad,chocolate,tapering,bulbuous,smooth,smooth,white,white,1,pendant,chocolate,several,grasses
1409,poisonous,flat,scaly,brown,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,white,pink,1,evanescent,white,several,woods
1410,edible,flat,scaly,red,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,white,pink,1,pendant,brown,solitary,woods
1411,edible,bell,smooth,white,bruises,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,1,pendant,brown,scattered,meadows
1412,edible,flat,fibrous,white,none,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,1,evanescent,black,abundant,grasses
1413,poisonous,convex,scaly,yellow,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,brown,pink,1,large,chocolate,solitary,woods
1414,edible,convex,scaly,red,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,pink,gray,1,pendant,black,several,woods
1415,poisonous,flat,scaly,gray,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,buff,buff,1,large,chocolate,solitary,paths
1416,poisonous,convex,fibrous,gray,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,brown,pink,1,large,chocolate,several,grasses
1417,edible,flat,scaly,red,bruises,none,free,close,broad,red,enlarging,cup,smooth,smooth,red,white,2,evanescent,white,clustered,waste
1418,poisonous,flat,fibrous,gray,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,buff,brown,1,large,chocolate,several,grasses
1419,poisonous,flat,scaly,brown,bruises,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,1,pendant,brown,several,grasses
1420,edible,convex,smooth,white,none,none,free,crowded,broad,pink,enlarging,cup,smooth,smooth,white,white,2,pendant,white,scattered,grasses
1421,edible,bell,smooth,yellow,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,1,pendant,black,scattered,meadows
1422,edible,convex,smooth,yellow,bruises,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,1,pendant,black,scattered,grasses
1423,poisonous,knobbed,scaly,red,none,fishy,free,close,narrow,buff,tapering,cup,smooth,smooth,white,pink,1,evanescent,white,several,leaves
1424,edible,flat,scaly,brown,bruises,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,1,pendant,black,solitary,grasses
1425,poisonous,knobbed,smooth,red,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,pink,white,1,evanescent,white,several,woods
1426,edible,convex,smooth,white,none,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,1,evanescent,brown,abundant,grasses
1427,edible,knobbed,smooth,brown,bruises,none,free,close,broad,white,enlarging,cup,smooth,smooth,red,red,2,evanescent,white,clustered,waste
1428,poisonous,convex,fibrous,gray,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,brown,pink,1,large,chocolate,solitary,paths
1429,edible,flat,fibrous,brown,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,pink,white,1,pendant,black,solitary,woods
1430,poisonous,convex,smooth,red,none,foul,free,close,narrow,buff,tapering,cup,silky,smooth,pink,pink,1,evanescent,white,several,paths
1431,poisonous,knobbed,smooth,brown,none,spicey,free,close,narrow,buff,tapering,cup,smooth,smooth,white,pink,1,evanescent,white,several,woods
1432,poisonous,flat,fibrous,gray,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,buff,buff,1,large,chocolate,solitary,grasses
1433,edible,convex,smooth,brown,none,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,1,evanescent,black,scattered,grasses
1434,edible,flat,scaly,brown,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,gray,white,1,pendant,brown,several,woods
1435,edible,convex,fibrous,brown,none,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,1,evanescent,black,scattered,grasses
1436,edible,convex,fibrous,red,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,gray,pink,1,pendant,brown,several,woods
1437,poisonous,bell,smooth,white,bruises,none,free,close,broad,green,enlarging,bulbuous,smooth,smooth,white,white,2,pendant,green,several,grasses
1438,poisonous,convex,scaly,yellow,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,brown,buff,1,large,chocolate,several,woods
1439,poisonous,convex,fibrous,gray,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,brown,pink,1,large,chocolate,several,paths
